,Unnamed: 0.1,Unnamed: 0,class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,sciname,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
10489,10489,10489,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,canescens,-999,Lowland Ringtail,639.1875,2.285,1.0,700.0,15.0,-999.0,155.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,639.1875,1.0,950.0,1140.0,-999.0,-999.0,-999.0,-999.0,22.315,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Pseudochirulus canescens,21961626,40638,Pseudochirulus canescens,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,canescens,,,,"(Waterhouse, 1846)",Least Concern,,3.1,Decreasing,Global
10491,10491,10491,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,cinereus,-999,Cinereous Ringtail,639.1875,2.0,1.0,977.48,15.0,-999.0,155.0,-999.0,280.0,-999.0,-999.0,-999.0,5.0,639.1875,1.0,950.0,1140.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Pseudochirulus cinereus,21962025,18508,Pseudochirulus cinereus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,cinereus,,,,"Tate, 1945",Near Threatened,,3.1,Decreasing,Global
10493,10493,10493,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,herbertensis,-999,Herbert River Ringtail,454.74,1.945,1.525,1098.34,6.0,13.0,121.76,0.17,117.5,-999.0,-999.0,-999.0,5.0,365.25,0.908966461,1015.0,1170.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Pseudochirulus herbertensis,21962231,18509,Pseudochirulus herbertensis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,herbertensis,,,,"(Collett, 1884)",Least Concern,,3.1,Stable,Global
10494,10494,10494,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,mayeri,-999,Pygmy Ringtail,365.25,1.26,-999.0,153.125,5.0,11.0,155.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.5,365.25,-999.0,154.5,149.0,-999.0,-999.0,-999.0,-999.0,19.881,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Pseudochirulus mayeri,21961792,40640,Pseudochirulus mayeri,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,mayeri,,,,"(Rothschild &amp; Dollman, 1932)",Least Concern,,3.1,Decreasing,Global
10617,10617,10617,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,-999,Four-toed Elephant Shrew,-999.0,1.17,2.0,208.0,7.15,-999.0,-999.0,31.0,-999.0,-999.0,-999.0,-999.0,7.15,-999.0,-999.0,195.3,196.2,220.0,-999.0,-999.0,-999.0,20.6055,35.0,35.5,9.299,-999.0,-999,-999.0,-999.0,Petrodromus tetradactylus,21290893,42679,Petrodromus tetradactylus,ANIMALIA,CHORDATA,MACROSCELIDEA,MAMMALIA,MACROSCELIDIDAE,Petrodromus,tetradactylus,,,,"Peters, 1846",Least Concern,,3.1,Unknown,Global
10638,10638,10638,Mammalia,Peramelemorphia,Peramelidae,Echymipera,kalubu,-999,Common Echymipera,-999.0,2.085,1.93,737.58,2.7,13.015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.679166667,-999.0,0.328542094,685.0,1173.0,-999.0,-999.0,-999.0,-999.0,27.027,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Echymipera kalubu,21966845,7018,Echymipera kalubu,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Echymipera,kalubu,,,,"(Fischer, 1829)",Least Concern,,3.1,Stable,Global
10639,10639,10639,Mammalia,Peramelemorphia,Peramelidae,Echymipera,rufescens,-999,Long-nosed Echymipera,-999.0,2.2,1.5,1150.74,3.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.9875,-999.0,-999.0,875.0,1462.5,886.6,-999.0,-999.0,-999.0,47.627,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Echymipera rufescens,21966655,7019,Echymipera rufescens,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Echymipera,rufescens,,,,"(Peters &amp; Doria, 1875)",Least Concern,,3.1,Decreasing,Global
10657,10657,10657,Mammalia,Perissodactyla,Equidae,Equus,kiang,-999,Kiang,1000.7995,1.0,0.585,262500.0,38.8,304.4,418.225,36000.0,-999.0,-999.0,-999.0,-999.0,30.025,1187.0,1.498973306,275000.0,350000.0,-999.0,-999.0,-999.0,-999.0,237.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Equus kiang,45171635,7953,Equus kiang,ANIMALIA,CHORDATA,PERISSODACTYLA,MAMMALIA,EQUIDAE,Equus,kiang,,,,"Moorcroft, 1841",Least Concern,,3.1,Stable,Global
10658,10658,10658,Mammalia,Perissodactyla,Equidae,Equus,quagga,-999,Quagga,906.5625,1.0,0.6,300000.0,40.0,365.28,395.0,32000.0,205000.0,-999.0,-999.0,-999.0,20.64583333,900.0,1.761122519,302000.0,313000.0,-999.0,-999.0,-999.0,-999.0,257.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Equus quagga,45172424,41013,Equus quagga,ANIMALIA,CHORDATA,PERISSODACTYLA,MAMMALIA,EQUIDAE,Equus,quagga,,,,"Boddaert, 1785",Near Threatened,,3.1,Decreasing,Global
10667,10667,10667,Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,-999,Mountain Tapir,1113.7,1.0,0.664969339,148950.0,28.5,393.99,215.395,4270.0,-999.0,-999.0,-999.0,-999.0,27.8,-999.0,-999.0,149000.0,243000.0,-999.0,-999.0,-999.0,-999.0,250.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,578.36,Tapirus pinchaque,45173922,21473,Tapirus pinchaque,ANIMALIA,CHORDATA,PERISSODACTYLA,MAMMALIA,TAPIRIDAE,Tapirus,pinchaque,,,,"(Roulin, 1829)",Endangered,A2cd+3cd; C1,3.1,Decreasing,Global
10673,10673,10673,Mammalia,Pilosa,Bradypodidae,Bradypus,torquatus,-999,Maned Sloth,-999.0,1.0,1.0,4184.21,12.0,150.0,60.88,300.0,1468.31,-999.0,-999.0,-999.0,12.0,-999.0,-999.0,6150.0,4428.0,3875.0,-999.0,-999.0,-999.0,52.4995,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Bradypus torquatus,47436575,3036,Bradypus torquatus,ANIMALIA,CHORDATA,PILOSA,MAMMALIA,BRADYPODIDAE,Bradypus,torquatus,,,,"Illiger, 1811",Vulnerable,"B2ab(ii,iii)",3.1,Decreasing,Global
10674,10674,10674,Mammalia,Pilosa,Bradypodidae,Bradypus,tridactylus,-999,Pale-throated Sloth,601.59454,1.0,1.0,4072.9,40.0,126.96,36.5225,185.0,-999.0,-999.0,-999.0,-999.0,25.82083333,1095.75,-999.0,3957.15,3587.5,4620.0,-999.0,-999.0,-999.0,55.018,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Bradypus tridactylus,47436865,3037,Bradypus tridactylus,ANIMALIA,CHORDATA,PILOSA,MAMMALIA,BRADYPODIDAE,Bradypus,tridactylus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
10675,10675,10675,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,-999,Brown-throated Sloth,1138.91512,1.0,1.05,3963.18,3.241666667,170.84,35.0,280.905,-999.0,-999.0,-999.0,-999.0,3.241666667,-999.0,0.999315537,3750.0,4220.0,4100.0,-999.0,-999.0,-999.0,75.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Bradypus variegatus,47437046,3038,Bradypus variegatus,ANIMALIA,CHORDATA,PILOSA,MAMMALIA,BRADYPODIDAE,Bradypus,variegatus,,,,"Schinz, 1825",Least Concern,,3.1,Unknown,Global
10678,10678,10678,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,-999,Hoffmann's Two-toed Sloth,823.61616,1.0,0.745,4250.0,37.0,344.8852,21.00084,393.625,-999.0,-999.0,-999.0,-999.0,32.1,1095.0,1.24880219,4700.0,5950.0,4700.0,-999.0,-999.0,-999.0,70.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1095.75,Choloepus hoffmanni,47439751,4778,Choloepus hoffmanni,ANIMALIA,CHORDATA,PILOSA,MAMMALIA,MEGALONYCHIDAE,Choloepus,hoffmanni,,,,"W. Peters, 1858",Least Concern,,3.1,Unknown,Global
10739,10739,10739,Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,-999,Allen's Swamp Monkey,-999.0,1.0,-999.0,4690.0,27.45,-999.0,106.15,221.0,-999.0,-999.0,-999.0,-999.0,23.0,-999.0,-999.0,3225.0,6130.0,-999.0,-999.0,-999.0,-999.0,45.9995,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Allenopithecus nigroviridis,166606573,865,Allenopithecus nigroviridis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Allenopithecus,nigroviridis,,,,"(Pocock, 1907)",Least Concern,,3.1,Decreasing,Global
10740,10740,10740,Mammalia,Primates,Cercopithecidae,Cercocebus,agilis,-999,Agile Mangabey,1535.9868,1.0,0.95,7775.0,46.0,169.86298,365.232,-999.0,2170.0,-999.0,-999.0,-999.0,24.0,-999.0,1.22019165,5700.0,9750.0,-999.0,-999.0,-999.0,-999.0,66.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercocebus agilis,167735266,136615,Cercocebus agilis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,agilis,,,,"Milne-Edwards, 1886",Least Concern,,3.1,Decreasing,Global
10741,10741,10741,Mammalia,Primates,Cercopithecidae,Cercocebus,atys,-999,Sooty Mangabey,1318.86,1.005,1.0,8778.0,46.0,167.0,-999.0,527.17,-999.0,-999.0,-999.0,-999.0,27.0,-999.0,1.189185489,6066.5,11428.0,-999.0,-999.0,-999.0,-999.0,77.4,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercocebus atys,92248451,136933,Cercocebus atys,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,atys,,,,"(Audebert, 1797)",Vulnerable,A2cd,3.1,Decreasing,Global
10742,10742,10742,Mammalia,Primates,Cercopithecidae,Cercocebus,chrysogaster,-999,Golden-bellied Mangabey,1535.9868,1.0,0.95,7775.0,46.0,169.86298,365.232,-999.0,2170.0,-999.0,-999.0,-999.0,23.04166667,-999.0,1.22019165,5700.0,9750.0,-999.0,-999.0,-999.0,-999.0,66.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercocebus chrysogaster,17956177,4207,Cercocebus chrysogaster,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,chrysogaster,,,,"Lydekker, 1900",Endangered,A4cd,3.1,Decreasing,Global
10743,10743,10743,Mammalia,Primates,Cercopithecidae,Cercocebus,galeritus,-999,Tana River Mangabey,2502.31972,1.005,-999.0,7066.5,21.0,176.2403,365.232,-999.0,2170.0,-999.0,-999.0,-999.0,19.0,-999.0,-999.0,5100.0,9033.0,-999.0,-999.0,-999.0,-999.0,69.9,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercocebus galeritus,17956330,4200,Cercocebus galeritus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,galeritus,,,,"Peters, 1879",Critically Endangered,A3c,3.1,Decreasing,Global
10744,10744,10744,Mammalia,Primates,Cercopithecidae,Cercocebus,sanjei,-999,Sanje Mangabey,2502.31972,1.005,-999.0,7066.5,21.0,176.2403,365.232,-999.0,2170.0,-999.0,-999.0,-999.0,19.0,-999.0,-999.0,5100.0,9033.0,-999.0,-999.0,-999.0,-999.0,69.9,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercocebus sanjei,17955753,4203,Cercocebus sanjei,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,sanjei,,,,"Mittermeier, 1986",Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global
10745,10745,10745,Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,-999,Collared Mangabey,1145.93,1.0,0.95,8789.0,46.0,167.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,30.0,-999.0,1.22019165,6066.5,11428.0,-999.0,-999.0,-999.0,-999.0,77.4,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercocebus torquatus,154210757,4201,Cercocebus torquatus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,torquatus,,,,"(Kerr, 1792)",Endangered,A2abcd+4abcd,3.1,Decreasing,Global
10746,10746,10746,Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,-999,Red-tailed Monkey,1684.59,1.0,0.52,3705.0,31.2,160.845,182.0,387.415,-999.0,-999.0,-999.0,-999.0,28.3,-999.0,1.968514716,3200.0,4624.0,-999.0,-999.0,-999.0,-999.0,44.499,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus ascanius,17947340,4212,Cercopithecus ascanius,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,ascanius,,,,"(Audebert, 1799)",Least Concern,,3.1,Decreasing,Global
10747,10747,10747,Mammalia,Primates,Cercopithecidae,Cercopithecus,campbelli,-999,Campbell's Mona Monkey,1095.0,1.0,-999.0,3800.0,33.0,180.8,365.0,283.0,-999.0,-999.0,-999.0,-999.0,30.0,-999.0,-999.0,2563.0,4600.0,-999.0,-999.0,-999.0,-999.0,48.25,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus campbelli,92374066,136930,Cercopithecus campbelli,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,campbelli,,,,"Waterhouse, 1838",Near Threatened,A2cd,3.1,Decreasing,Global
10748,10748,10748,Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,-999,Moustached Guenon,1521.9,1.0,0.4,3399.94,36.0,172.0,363.965,339.0,-999.0,-999.0,-999.0,-999.0,28.425,-999.0,2.247775496,2960.0,3750.0,-999.0,-999.0,-999.0,-999.0,52.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus cephus,166614362,4214,Cercopithecus cephus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,cephus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
10749,10749,10749,Mammalia,Primates,Cercopithecidae,Cercopithecus,denti,-999,Dent's Mona Monkey,1684.59,1.0,0.5,3550.0,30.69166667,169.51,-999.0,338.095,-999.0,-999.0,-999.0,-999.0,24.1,-999.0,1.998631075,2793.0,3950.0,-999.0,-999.0,-999.0,-999.0,48.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus denti,92413658,136885,Cercopithecus denti,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,denti,,,,"Thomas, 1907",Least Concern,,3.1,Decreasing,Global
10750,10750,10750,Mammalia,Primates,Cercopithecidae,Cercopithecus,diana,-999,Diana Monkey,1962.561,1.0,1.0,4550.0,37.3,-999.0,365.0,470.95,-999.0,-999.0,-999.0,-999.0,34.925,-999.0,0.999315537,3853.0,5433.0,-999.0,-999.0,-999.0,-999.0,47.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus diana,92384250,4245,Cercopithecus diana,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,diana,,,,"(Linnaeus, 1758)",Endangered,A2cd,3.1,Decreasing,Global
10751,10751,10751,Mammalia,Primates,Cercopithecidae,Cercopithecus,dryas,-999,Dryas Monkey,1962.561,1.005,1.0,4454.455,37.3,-999.0,365.0,470.95,-999.0,-999.0,-999.0,-999.0,34.925,-999.0,0.999315537,3853.0,5433.0,-999.0,-999.0,-999.0,-999.0,47.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus dryas,205881494,4216,Cercopithecus dryas,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,dryas,,,,"Schwarz, 1932",Endangered,D,3.1,Unknown,Global
10752,10752,10752,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,-999,White-throated Guenon,1572.295,1.0,0.5,5256.91,31.0,172.0,-999.0,406.0,-999.0,-999.0,-999.0,-999.0,23.0,-999.0,1.968514716,5333.5,6895.0,-999.0,-999.0,-999.0,-999.0,50.374,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus erythrogaster,17946182,4217,Cercopithecus erythrogaster,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,erythrogaster,,,,"Gray, 1866",Endangered,A2cd+4cd,3.1,Decreasing,Global
10753,10753,10753,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrotis,-999,Red-eared Guenon,1521.9,1.0,0.4,3355.0,36.0,172.0,365.0,339.0,-999.0,-999.0,-999.0,-999.0,24.61666667,-999.0,2.247775496,2960.0,3750.0,-999.0,-999.0,-999.0,-999.0,47.75,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus erythrotis,17946043,4218,Cercopithecus erythrotis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,erythrotis,,,,"Waterhouse, 1838",Vulnerable,A2cd,3.1,Decreasing,Global
10754,10754,10754,Mammalia,Primates,Cercopithecidae,Cercopithecus,hamlyni,-999,Hamlyn's Monkey,-999.0,-999.0,-999.0,4531.25,28.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.525,-999.0,-999.0,3450.0,5825.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus hamlyni,166615690,4219,Cercopithecus hamlyni,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,hamlyni,,,,"Pocock, 1907",Vulnerable,A4cd,3.1,Decreasing,Global
10755,10755,10755,Mammalia,Primates,Cercopithecidae,Cercopithecus,lowei,-999,Lowe's Mona Monkey,1095.0,1.0,-999.0,3800.0,33.0,180.8,365.0,283.0,-999.0,-999.0,-999.0,-999.0,30.0,-999.0,-999.0,2563.0,4600.0,-999.0,-999.0,-999.0,-999.0,48.25,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus lowei,92373680,136931,Cercopithecus lowei,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,lowei,,,,"Thomas, 1923",Vulnerable,A2cd,3.1,Decreasing,Global
10756,10756,10756,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,-999,Blue Monkey,1845.03032,1.0,0.5,6116.5,37.8,136.962,315.62132,391.65,-999.0,-999.0,-999.0,-999.0,27.1,1673.0,1.479466119,4210.0,6929.0,8648.7,-999.0,-999.0,-999.0,63.75,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus mitis,196007901,4221,Cercopithecus mitis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,mitis,,,,"Wolf, 1822",Least Concern,,3.1,Decreasing,Global
10757,10757,10757,Mammalia,Primates,Cercopithecidae,Cercopithecus,mona,-999,Mona Monkey,-999.0,1.0,-999.0,4240.085,30.69166667,-999.0,-999.0,283.0,-999.0,-999.0,-999.0,-999.0,30.0,-999.0,-999.0,2500.0,5100.0,-999.0,-999.0,-999.0,-999.0,51.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus mona,17946672,4222,Cercopithecus mona,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,mona,,,,"(Schreber, 1775)",Near Threatened,A4cd,3.1,Decreasing,Global
10758,10758,10758,Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,-999,De Brazza's Monkey,1611.0,1.0,1.0,5701.0,30.8,176.0035,395.334,260.0,1640.0,-999.0,-999.0,-999.0,28.5375,2555.0,1.299110198,4023.0,7379.0,-999.0,-999.0,-999.0,-999.0,51.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus neglectus,17947167,4223,Cercopithecus neglectus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,neglectus,,,,"Schlegel, 1876",Least Concern,,3.1,Unknown,Global
10759,10759,10759,Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,-999,Greater spot-nosed Monkey,1572.295,1.0,0.5,5465.0,31.0,172.0,-999.0,406.0,-999.0,-999.0,-999.0,-999.0,23.0,-999.0,1.968514716,5333.5,6895.0,-999.0,-999.0,-999.0,-999.0,54.999,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus nictitans,166615169,4224,Cercopithecus nictitans,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,nictitans,,,,"(Linnaeus, 1766)",Near Threatened,A4cd,3.1,Decreasing,Global
10760,10760,10760,Mammalia,Primates,Cercopithecidae,Cercopithecus,petaurista,-999,Lesser Spot-nosed Monkey,-999.0,1.02,-999.0,3650.0,29.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.0,-999.0,-999.0,2832.0,4548.0,-999.0,-999.0,-999.0,-999.0,41.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus petaurista,17945536,4225,Cercopithecus petaurista,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,petaurista,,,,"(Schreber, 1774)",Near Threatened,A2cd+4cd,3.1,Decreasing,Global
10761,10761,10761,Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,-999,Crested Mona Monkey,1684.59,1.0,0.5,3137.0,27.0,169.51,-999.0,339.0,-999.0,-999.0,-999.0,-999.0,24.1,-999.0,1.998631075,2813.5,3350.0,-999.0,-999.0,-999.0,-999.0,45.999,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus pogonias,197301301,92411527,Cercopithecus pogonias,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,pogonias,,,,"Bennett, 1833",Near Threatened,A2cd,3.1,Decreasing,Global
10762,10762,10762,Mammalia,Primates,Cercopithecidae,Cercopithecus,roloway,-999,Roloway Monkey,1962.561,1.0,1.0,4550.0,37.3,-999.0,365.0,470.95,-999.0,-999.0,-999.0,-999.0,34.83333333,-999.0,0.999315537,3853.0,5433.0,-999.0,-999.0,-999.0,-999.0,47.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus roloway,92384429,4232,Cercopithecus roloway,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,roloway,,,,"(Schreber, 1774)",Critically Endangered,A2cd,3.1,Decreasing,Global
10763,10763,10763,Mammalia,Primates,Cercopithecidae,Cercopithecus,sclateri,-999,Sclater's Guenon,1521.9,1.005,0.4,3304.99,36.0,172.0,365.0,339.0,-999.0,-999.0,-999.0,-999.0,23.80833333,-999.0,2.247775496,2960.0,3750.0,-999.0,-999.0,-999.0,-999.0,47.75,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus sclateri,17945814,4229,Cercopithecus sclateri,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,sclateri,,,,"Pocock, 1904",Endangered,A2cd,3.1,Decreasing,Global
10764,10764,10764,Mammalia,Primates,Cercopithecidae,Cercopithecus,wolfi,-999,Wolf's Mona Monkey,1684.59,1.0,0.5,3464.135,30.69166667,169.51,-999.0,338.095,-999.0,-999.0,-999.0,-999.0,25.4,-999.0,1.998631075,2771.5,3825.0,-999.0,-999.0,-999.0,-999.0,48.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cercopithecus wolfi,166601223,92466239,Cercopithecus wolfi,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,wolfi,,,,"Meyer, 1891",Near Threatened,A2cd,3.1,Decreasing,Global
10765,10765,10765,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,-999,Grivet,1318.86,1.0,1.0,5104.25,46.0,167.99,212.74764,325.895,1036.25,-999.0,-999.0,-999.0,30.69166667,1825.0,1.189185489,4218.0,5881.5,-999.0,-999.0,-999.0,-999.0,66.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorocebus aethiops,17957721,4233,Chlorocebus aethiops,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Chlorocebus,aethiops,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
10766,10766,10766,Mammalia,Primates,Cercopithecidae,Chlorocebus,cynosuros,-999,Malbrouck,1318.86,1.0,1.0,5104.25,46.0,167.99,212.74764,325.895,1036.25,-999.0,-999.0,-999.0,30.0,1825.0,1.189185489,4218.0,5881.5,-999.0,-999.0,-999.0,-999.0,66.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorocebus cynosuros,17957592,136291,Chlorocebus cynosuros,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Chlorocebus,cynosuros,,,,"(Scopoli, 1786)",Least Concern,,3.1,Stable,Global
