genus_species,iucn_status,order,activity_cycle,metabolism_rate_g,metabolism_rate_mlO2hr,diet_breadth,homerange_km2,pop_density_nkm2
Trichosurus_caninus,LC,Diprotodontia,1,,,1,1,100
Trichosurus_vulpecula,LC,Diprotodontia,1,1982,624.33,1,1,124
Trinomys_iheringi,LC,Rodentia,,,,,1,362.78
Tupaia_glis,LC,Scandentia,3,123,93.48,4,1,406.3
Tursiops_truncatus,LC,Cetacea,,,,2,4,0.2
Urocyon_cinereoargenteus,LC,Carnivora,2,,,6,1,2.41
Urocyon_littoralis,NT,Carnivora,2,,,6,1,7
Urotrichus_talpoides,LC,Soricomorpha,2,,,2,1,4999.99
Ursus_americanus,LC,Carnivora,3,110500,24365.4,1,3,0.72
Ursus_arctos,LC,Carnivora,2,162428.57,20790.6,6,6,0.02
Ursus_maritimus,VU,Carnivora,3,365000,44346,3,8,0.007048404
Varecia_variegata,CR,Primates,2,,,4,1,27.83
Vicugna_vicugna,LC,Artiodactyla,,,,1,1,3.1
Vombatus_ursinus,LC,Diprotodontia,1,,,3,1,25.92
Vulpes_cana,LC,Carnivora,1,,,6,1,1.25
Vulpes_lagopus,LC,Carnivora,2,3200,1627.2,1,2,0.1
Vulpes_macrotis,LC,Carnivora,,,,,1,0.19
Vulpes_velox,LC,Carnivora,1,2088,1114.2,1,1,0.41
Vulpes_vulpes,LC,Carnivora,1,4100,2152.8,1,1,1.1
Wallabia_bicolor,LC,Diprotodontia,1,,,2,1,32
Xerus_rutilus,LC,Rodentia,3,,,4,1,798.09
Zapus_hudsonius,LC,Rodentia,,30,45,3,1,882
Zapus_princeps,LC,Rodentia,,,,3,1,292.3
Zyzomys_argurus,LC,Rodentia,,,,,1,535.51
